"product","div","category","brand","cpg","bfpp","ppa","spf","spfv"
"67609800","B","SN","DV","H00711","1R0","Not Applicable","14UX","14UX"
"84160187","B","SN","DB","H00620","1QX","Not Applicable","1352","1352"
"84160208","B","SN","DB","H05242","2AD","Not Applicable","15HQ","15HQ"
"84162409","B","SN","DB","H05242","2AD","Not Applicable","15HQ","15HQ"
"84162651","B","SN","LU","H00720","23D","Not Applicable","14KZ","14KZ"
"84172244","B","SN","DV","H00711","1R0","44I","14UX","14UX"
"84172366","B","SN","DV","H00711","1R0","44I","14UX","14UX"
"84172417","B","SN","DV","H00711","1R0","44I","14UX","14UX"
"84172428","B","SN","DV","H00711","1R0","44I","14UX","14UX"
"84172429","B","SN","DV","H00711","1R0","44I","14UX","14UX"
"84172442","B","SN","LI","H00580","235","44R","14KM","14KM"
"84172699","B","SN","DB","H05242","2FO","5DS","1616","1616"
"84172700","B","SN","DB","H05242","2FO","5DS","1616","1616"
"974902","B","SN","LI","H00580","28B","391","159W","159W"
"67250619","B","HA","SE","H01112","24I","6RF","1BF6","1GJ0"
"67324861","B","HA","TI","H04895","3LM","67A","1CM3","1KM5"
"67324865","B","HA","TI","H04892","373","678","1BAW","1F7Q"
"67369171","B","HA","TE","H04420","1YK","6S3","195L","195L"
"67397925","B","HA","TE","H04420","1YK","Not Applicable","14F8","14F8"
"67417008","B","HA","TE","H04420","1YK","80M","195L","195L"
"67417009","B","HA","TE","H04420","1YK","80M","195L","195L"
"67417010","B","HA","TE","H04426","1YL","80O","1A55","1A55"
"67417011","B","HA","TE","H04420","1YK","80K","15HH","15HH"
"67417012","B","HA","TE","H04420","1YK","80M","195L","195L"
"67417015","B","HA","TE","H04420","1YK","80K","15HH","15HH"
"67475405","B","HA","SE","H01112","24I","43S","14O2","14O2"
"67497325","B","HA","TE","H04420","1YK","Not Applicable","195L","195L"
"67497326","B","HA","TE","H04420","1YK","Not Applicable","195L","195L"
"67577803","B","HA","SE","H01112","24I","6TT","14O2","14O2"
"67577806","B","HA","SE","H01112","24I","6TT","14O2","14O2"
"67577809","B","HA","SE","H01112","24I","6TT","14O2","14O2"
"67678760","B","HA","SE","H01112","24I","43S","14O2","14O2"
"84171350","B","HA","SE","H01112","24I","Not Applicable","14O2","14O2"
"84172057","B","HA","DV","H01101","15Z","Not Applicable","135L","135L"
"84172058","B","HA","DV","H01101","15Z","Not Applicable","135L","135L"
"84172059","B","HA","DV","H01101","15Z","Not Applicable","135L","135L"
"67174057","B","OR","CL","H04226","20F","436","14QR","14QR"
"67285888","B","OR","CL","H04227","2DM","7QC","15SE","15SE"
"67285889","B","OR","CL","H04227","2DM","7QC","15SE","15SE"
"67286016","B","OR","CL","H01180","32K","7QE","1CE0","1JTO"
"67479426","B","OR","CL","H04227","20K","439","15LW","15LW"
"67479427","B","OR","CL","H04227","20K","439","15LW","15LW"
"67515591","B","OR","CL","H01180","32K","7QE","1CE0","1JTO"
"67520426","B","OR","CL","H01180","32K","7QE","1CE0","1JTO"
"67520427","B","OR","CL","H01180","32K","7QE","1CE0","1JTO"
"67520430","B","OR","CL","H01180","20L","438","1BEZ","1G2B"
"67520447","B","OR","CL","H01180","32K","7QE","1AU2","1AU2"
"67520466","B","OR","CL","H04226","20F","436","14QR","14QR"
"67545936","B","OR","CL","H01180","32K","7QE","1DLZ","1NN8"
"67609704","B","OR","CL","H04226","20F","436","14QR","14QR"
"67609706","B","OR","CL","H04226","238","437","14KS","14KS"
"84172239","B","OR","CL","H04227","382","959","1BDO","1FHO"
"67235812","B","HA","CA","H04775","2C7","43E","15LM","15LM"
"67235813","B","HA","CA","H04775","2C7","43D","15LJ","15LJ"
"67235814","B","HA","CA","H04775","2C7","43E","15LM","15LM"
"67235815","B","HA","CA","H04775","2C7","43D","15LJ","15LJ"
"67235816","B","HA","CA","H04775","2C7","43E","15LM","15LM"
"67235817","B","HA","CA","H04775","2C7","43E","15LM","15LM"
"67235818","B","HA","CA","H04775","2C7","43D","15LJ","15LJ"
"67235819","B","HA","CA","H04775","2C7","43E","15LM","15LM"
"67235821","B","HA","CA","H04775","2C7","43D","15LJ","15LJ"
"67235822","B","HA","CA","H04775","2C8","43D","15LQ","15LQ"
"67235824","B","HA","CA","H04775","2C7","43D","15LJ","15LJ"
"67235825","B","HA","CA","H04775","2C8","43D","15LQ","15LQ"
"67235837","B","HA","CA","H04775","2C8","43E","15LT","15LT"
"67236072","B","HA","CA","H01037","2C6","38U","15LD","15LD"
"67254431","B","HA","CA","H04775","2C8","Not Applicable","15LQ","15LQ"
"67260235","B","HA","DV","H01040","158","Not Applicable","135D","135D"
"67260236","B","HA","DV","H00979","163","Not Applicable","1370","1370"
"67260237","B","HA","DV","H00979","163","Not Applicable","15FG","15FG"
"67260238","B","HA","DV","H01040","158","Not Applicable","15FF","15FF"
"67280892","B","HA","CA","H04775","2C8","Not Applicable","15LQ","15LQ"
"67283978","B","HA","CA","H04775","2C7","Not Applicable","15LJ","15LJ"
"67283982","B","HA","CA","H04775","2C8","Not Applicable","15LQ","15LQ"
"67284317","B","HA","CA","H04775","2C8","43D","15LQ","15LQ"
"67284318","B","HA","CA","H04775","2C8","43D","15LQ","15LQ"
"67284319","B","HA","CA","H04775","2C8","43D","15LQ","15LQ"
"67284320","B","HA","CA","H01037","2C6","38U","15LD","15LD"
"67294386","B","HA","CA","H01037","2C6","38U","15LD","15LD"
"67317455","B","HA","NE","H04456","31R","598","15OT","15OT"
"67317456","B","HA","NE","H04453","31U","594","15OO","15OO"
"67317457","B","HA","NE","H04456","31R","598","15OT","15OT"
"67317458","B","HA","NE","H04456","31R","598","15OT","15OT"
"67317459","B","HA","NE","H04456","31R","598","15OT","15OT"
"67317460","B","HA","NE","H04453","31U","594","15OO","15OO"
"67317461","B","HA","NE","H04453","31U","594","15OO","15OO"
"67317463","B","HA","NE","H04453","31U","594","15OO","15OO"
"67324866","B","HA","TI","H04890","36Z","8DE","1C17","1IEW"
"67359265","B","HA","SE","H01012","24L","43K","19KJ","19KJ"
"67359267","B","HA","SE","H01012","24L","43K","19KJ","19KJ"
"67369165","B","HA","TE","H04433","1MA","6H6","15WT","15WT"
"67369167","B","HA","TE","H04433","1MA","6H6","15WT","15WT"
"67369172","B","HA","TE","H04433","1MA","6H6","15WT","15WT"
"67369173","B","HA","TE","H04433","1MA","6H6","15WT","15WT"
"67369257","B","HA","TE","H04433","1MA","45J","14FI","14FI"
"67369258","B","HA","TE","H04433","1MA","45K","14FM","14FM"
"67369259","B","HA","TE","H04433","1MA","45J","14FI","14FI"
"67369260","B","HA","TE","H04433","1MA","45K","14FM","14FM"
"67369261","B","HA","TE","H04433","1MA","45J","14FI","14FI"
"67369263","B","HA","TE","H04433","1MA","45J","14FI","14FI"
"67369266","B","HA","TE","H04433","1MA","45J","14FI","14FI"
"67369278","B","HA","TE","H04430","1N0","6H8","15WU","15WU"
"67369280","B","HA","TE","H04430","1N0","45M","14EM","14EM"
"67369281","B","HA","TE","H04430","1N0","6H8","15WU","15WU"
"67369282","B","HA","TE","H04430","1N0","45M","14EM","14EM"
"67369283","B","HA","TE","H04430","1N0","6H8","15WU","15WU"
"67369288","B","HA","TE","H04430","1N0","6H8","15WU","15WU"
"67369295","B","HA","TE","H04430","1N0","45L","14EJ","14EJ"
"67369296","B","HA","TE","H04430","1N0","45L","14EJ","14EJ"
"67369297","B","HA","TE","H04430","1N0","45L","14EJ","14EJ"
"67369299","B","HA","TE","H04430","1N0","45L","14EJ","14EJ"
"67369302","B","HA","TE","H04430","1N0","45L","14EJ","14EJ"
"67369462","B","HA","SV","H01063","1EE","7OY","18IG","18IG"
"67369463","B","HA","SV","H01017","1EW","7OW","18GX","18GX"
"67369465","B","HA","TE","H04433","1MA","45J","14FI","14FI"
"67369469","B","HA","TE","H04433","1MA","45J","14FI","14FI"
"67370390","B","HA","SV","H01017","1EW","7OW","18GX","18GX"
"67370391","B","HA","SV","H01063","1EE","7OY","18IG","18IG"
"67372090","B","HA","SV","H01063","1EE","7OY","18IG","18IG"
"67372095","B","HA","SV","H01017","1EW","7OW","18GX","18GX"
"67416990","B","HA","TE","H04430","1N0","6H8","15WU","15WU"
"67416992","B","HA","TE","H04433","1MA","45J","14FI","14FI"
"67416993","B","HA","TE","H04433","1MA","6H6","15WT","15WT"
"67416995","B","HA","TE","H04430","1N0","45L","14EJ","14EJ"
"67416996","B","HA","TE","H04433","1MA","45J","14FI","14FI"
"67416997","B","HA","TE","H04430","1N0","45L","14EJ","14EJ"
"67417031","B","HA","TE","H04433","1MA","45J","14FI","14FI"
"67454583","B","HA","DV","H00979","163","5H2","1DNR","1NQX"
"67459304","B","HA","CA","H04775","2C8","61E","1DNG","1NQM"
"67459526","B","HA","CA","H04775","2C8","61E","1E4O","1OQZ"
"67459620","B","HA","SE","H01012","24L","43K","19KJ","19KJ"
"67459631","B","HA","SE","H01012","24L","43K","19KJ","19KJ"
"67460703","B","HA","SE","H01060","24F","427","19KI","19KI"
"67466240","B","HA","DV","H01040","3YH","80Q","1E2Q","1ONL"
"67466241","B","HA","DV","H01040","3YH","80Q","1E2Q","1ONM"
"67466304","B","HA","DV","H01040","3YH","80Q","1E2Q","1ONN"
"67475343","B","HA","DV","H01040","3YH","80Q","1E2Q","1ONL"
"67475344","B","HA","DV","H01040","3YH","80Q","1E2Q","1ONN"
"67475345","B","HA","DV","H01040","3YH","80Q","1E2Q","1ONM"
"67483172","B","HA","CA","H04775","2C7","802","15LM","1NQH"
"67483173","B","HA","CA","H04775","2C7","802","1DNC","1NQI"
"67497371","B","HA","TE","H04430","1N0","Not Applicable","15WU","1QWN"
"67497383","B","HA","TE","H04433","1MA","Not Applicable","14FM","14FM"
"67497384","B","HA","TE","H04433","1MA","Not Applicable","14FM","14FM"
"67497390","B","HA","TE","H04433","1MA","Not Applicable","14FM","1QX3"
"67497391","B","HA","TE","H04433","1MA","Not Applicable","14FM","14FM"
"67497406","B","HA","TE","H04433","1MA","Not Applicable","14FI","1QWH"
"67497408","B","HA","TE","H04433","1MA","Not Applicable","14FI","1QX5"
"67497409","B","HA","TE","H04433","1MA","Not Applicable","14FI","1QWM"
"67497412","B","HA","TE","H04433","1MA","Not Applicable","15WT","15WT"
"67497413","B","HA","TE","H04433","1MA","Not Applicable","15WT","15WT"
"67497414","B","HA","TE","H04433","1MA","Not Applicable","14FI","1GBJ"
"67497416","B","HA","TE","H04433","1MA","Not Applicable","15WT","15WT"
"67497417","B","HA","TE","H04433","1MA","Not Applicable","15WT","15WT"
"67497421","B","HA","TE","H04433","1MA","Not Applicable","15WT","15WT"
"67497423","B","HA","TE","H04433","1MA","Not Applicable","14FI","1QX7"
"67497434","B","HA","TE","H04430","1N0","Not Applicable","14EM","14EM"
"67497435","B","HA","TE","H04430","1N0","Not Applicable","14EM","14EM"
"67497436","B","HA","TE","H04430","1N0","Not Applicable","14EM","1QX4"
"67497447","B","HA","TE","H04430","1N0","Not Applicable","14EJ","1QWI"
"67497448","B","HA","TE","H04430","1N0","Not Applicable","14EJ","1QWL"
"67497449","B","HA","TE","H04430","1N0","Not Applicable","15WU","15WU"
"67497452","B","HA","TE","H04430","1N0","Not Applicable","15WU","15WU"
"67497453","B","HA","TE","H04430","1N0","Not Applicable","14EJ","1QX6"
"67497454","B","HA","TE","H04430","1N0","Not Applicable","14EJ","1GBI"
"67497458","B","HA","TE","H04430","1N0","Not Applicable","15WU","15WU"
"67497461","B","HA","TE","H04430","1N0","Not Applicable","15WU","15WU"
"67497464","B","HA","TE","H04430","1N0","Not Applicable","15WU","15WU"
"67497466","B","HA","TE","H04430","1N0","Not Applicable","14EJ","1QX2"
"67508461","B","HA","TE","H04433","1MA","6AB","1DQL","1NUH"
"67508462","B","HA","TE","H04433","1MA","6AB","1DPZ","1NU0"
"67508463","B","HA","TE","H04433","1MA","6AB","1DQA","1NU7"
"67508464","B","HA","TE","H04433","1MA","6AB","1DQ0","1NU1"
"67511461","B","HA","TE","H04430","1N0","8B5","1CN4","1KPH"
"67511462","B","HA","TE","H04430","3YI","8B5","1E2H","1ON5"
"67566034","B","HA","DV","H01040","158","425","135D","135D"
"67566045","B","HA","DV","H00979","163","46I","1370","1370"
"67566047","B","HA","DV","H00979","163","43I","1370","1370"
"67566048","B","HA","DV","H01040","158","425","135D","135D"
"67566052","B","HA","DV","H00979","163","43I","1370","1370"
"67577763","B","HA","DV","H00979","163","43I","1370","1370"
"67577765","B","HA","DV","H01040","158","424","15FF","15FF"
"67577767","B","HA","DV","H01040","158","424","15FF","15FF"
"67577771","B","HA","DV","H00979","163","43I","1370","1370"
"67577772","B","HA","DV","H00979","163","43I","1370","1FOO"
"67577774","B","HA","DV","H01040","158","424","15FF","1FNR"
"67578968","B","HA","TE","H04433","1MA","45J","14FI","14FI"
"67578970","B","HA","TE","H04433","1MA","45J","14FI","14FI"
"67578972","B","HA","TE","H04433","1MA","45J","14FI","14FI"
"67578975","B","HA","TE","H04430","1N0","6H8","15WU","15WU"
"67578976","B","HA","TE","H04430","1N0","45L","14EJ","14EJ"
"67578982","B","HA","TE","H04430","1N0","45L","14EJ","14EJ"
"67578983","B","HA","TE","H04430","1N0","6H8","15WU","15WU"
"67578986","B","HA","TE","H04430","1N0","45L","14EJ","14EJ"
"67578988","B","HA","TE","H04430","1N0","6H8","15WU","15WU"
"67623696","B","HA","DV","H01040","3YH","80Q","1E2Q","1ONL"
"67623697","B","HA","DV","H01040","3YH","80Q","1E2Q","1ONM"
"67623698","B","HA","DV","H01040","3YH","80Q","1E2Q","1ONN"
"67643454","B","HA","SE","H01012","24L","43K","19KJ","19KJ"
"67643456","B","HA","SE","H01060","24F","427","19KI","19KI"
"67678601","B","HA","SE","H01060","24F","427","19KI","19KI"
"67678761","B","HA","SE","H01012","24L","43K","19KJ","19KJ"
"67694629","B","HA","CA","H04775","2C7","43D","15LJ","15LJ"
"84151773","B","HA","CA","H04775","1QP","69J","1DNF","1NQL"
"84160160","B","HA","DB","H05213","2CD","Not Applicable","15NT","15NT"
"84160246","B","HA","DB","H05501","2XO","Not Applicable","1AA6","1AA6"
"84162407","B","HA","DB","H05213","2CD","Not Applicable","15NT","15NT"
"84162408","B","HA","DB","H05213","2CD","Not Applicable","15NT","15NT"
"84163498","B","HA","SV","H01063","1EE","43A","18IA","18IA"
"84163499","B","HA","SV","H01063","1EE","43A","18IA","18IA"
"84163500","B","HA","SV","H01063","1EE","43A","18IA","18IA"
"84168519","B","HA","TE","H04433","1MA","45J","14FI","14FI"
"84170356","B","HA","OE","H04775","237","Not Applicable","14KQ","14KQ"
"84170358","B","HA","DV","H00979","163","61Y","15FG","15FG"
"84170359","B","HA","DV","H00979","163","46I","1370","1370"
"84170374","B","HA","DM","H00978","20W","43G","14RO","14RO"
"84170375","B","HA","OE","H04775","237","Not Applicable","14KQ","14KQ"
"84170452","B","HA","CA","H04775","2C7","Not Applicable","15LJ","15LJ"
"84170453","B","HA","CA","H04775","2C8","Not Applicable","15LQ","15LQ"
"84170454","B","HA","CA","H04775","2C7","Not Applicable","15LJ","15LJ"
"84170473","B","HA","CA","H04775","2C7","Not Applicable","15LJ","15LJ"
"84170492","B","HA","CA","H04775","2C7","Not Applicable","15LM","15LM"
"84170493","B","HA","CA","H04775","2C8","43E","15LT","15LT"
"84170494","B","HA","CA","H04775","2C7","43E","15LM","15LM"
"84170496","B","HA","CA","H04775","2C8","Not Applicable","15LT","15LT"
"84170497","B","HA","CA","H04775","2C7","Not Applicable","15LM","15LM"
"84170503","B","HA","DM","H00978","20X","43G","14RP","14RP"
"84170514","B","HA","SE","H01012","24L","43K","19KJ","19KJ"
"84171848","B","HA","DV","H01040","158","424","15FF","15FF"
"84171849","B","HA","DV","H01040","158","Not Applicable","15FF","15FF"
"84171850","B","HA","DV","H01040","158","Not Applicable","15FF","15FF"
"84172015","B","HA","DV","H00979","163","43H","15FG","15FG"
"84172016","B","HA","DV","H00979","163","Not Applicable","15FG","15FG"
"84172017","B","HA","DV","H00979","163","43H","15FG","15FG"
"84172018","B","HA","DV","H00979","163","43H","15FG","15FG"
"84172019","B","HA","DV","H00979","163","Not Applicable","15FG","15FG"
"84172023","B","HA","DV","H01040","158","Not Applicable","15FF","15FF"
"84172050","B","HA","DV","H00979","163","Not Applicable","1370","1370"
"84172051","B","HA","DV","H00979","163","Not Applicable","1370","1370"
"84172052","B","HA","DV","H00979","163","Not Applicable","1370","1370"
"84172053","B","HA","DV","H00979","163","43I","1370","1370"
"84172055","B","HA","DV","H01040","158","Not Applicable","135D","135D"
"84172061","B","HA","DV","H01040","158","Not Applicable","135D","135D"
"84172062","B","HA","DV","H01040","158","Not Applicable","135D","135D"
"84172063","B","HA","DV","H01040","158","Not Applicable","135D","135D"
"84172157","B","HA","DV","H00979","163","43I","1370","1370"
"84172158","B","HA","DV","H00979","163","43H","15FG","15FG"
"84172284","B","HA","TE","H04430","1N0","Not Applicable","14EM","14EM"
"84172297","B","HA","DV","H01040","158","Not Applicable","135D","135D"
"84172527","B","HA","DV","H00979","163","Not Applicable","1370","1370"
"84172787","B","HA","DB","H05213","2CD","Not Applicable","15NT","15NT"
"84172789","B","HA","DB","H05213","2CD","Not Applicable","15NT","15NT"
"67678605","B","HA","SE","H01012","24L","43K","19KJ","19KJ"
"67679938","B","HA","SE","H01012","24L","60C","1DPI","1NTE"
"551558","B","SK","VE","H00879","1YN","8FF","15YF","15YF"
"67418941","B","HA","SE","H01060","24F","427","19KI","19KI"
"84154478","B","SN","RO","H00729","32Z","6U5","1AV9","1AV9"
"67483372","B","SK","SM","H04504","1OY","753","12XF","12XF"
"84142785","B","SK","VE","H00879","1YN","44Q","15YF","15YF"
"551561","B","SK","VE","H00879","1YN","8FH","14G3","14G3"
"67588680","B","DE","DO","H02970","1QW","42Q","1DKB","1NLM"
"943773","B","SN","LU","H00651","23F","44F","14L3","14L3"
"84150828","B","HA","TE","H04433","1MA","5TR","1DQ4","1NU2"
"84162911","B","DE","RO","H02990","2FB","680","191C","191C"
"553553","B","OR","CL","H04227","2DM","621","15SE","15SE"
"84149784","B","HA","TI","H04890","36Z","95F","1BAN","1F7H"
"84161125","B","HA","TI","H04897","376","66K","1BBB","1F85"
"84162090","B","HA","TI","H04888","36V","96D","1BD0","1FFZ"
"84166471","B","HA","TI","H04890","36Y","6P8","1BAM","1F7G"
"84166512","B","HA","TI","H06027","37E","6PC","1BC3","1F6M"
"135261","B","HA","SE","H01112","24I","Not Applicable","14O2","14O2"
"226303","B","HA","DV","H00979","163","43H","15FG","15FG"
"232619","B","HA","SE","H01112","24I","43S","14O2","14O2"
"44443","B","HA","SE","H01112","24I","Not Applicable","14O2","14O2"
"545956","B","HA","CA","H04775","2C7","Not Applicable","15LJ","15LJ"
"545966","B","HA","CA","H04775","2C7","Not Applicable","15LJ","15LJ"
"546170","B","DE","DE","H03962","1R7","465","134O","134O"
"552035","B","SN","DV","H00621","152","44B","1366","1366"
"555735","B","SN","DV","H00711","1R0","44I","14UX","14UX"
"557442","B","HA","SE","H01112","24I","43S","14O2","14O2"
"558194","B","HA","SE","H01112","24I","43S","14O2","14O2"
"564483","B","DE","RO","H03003","1XA","42R","15GW","1F9X"
"67151680","B","HA","DV","H01040","158","424","15FF","15FF"
"67369474","B","HA","TE","H04433","1MA","45J","14FI","14FI"
"67417027","B","HA","TE","H04433","1MA","45J","14FI","14FI"
"84160262","B","SK","DB","H05216","2CC","Not Applicable","1ACH","1ACH"
"84162508","B","SK","DB","H05216","2CC","Not Applicable","15M4","15M4"
"84165344","B","DE","DO","H02970","1QW","94R","18ZK","1GCC"
"84166221","B","DE","DO","H02970","1QW","94R","1350","1350"
"84169546","B","DE","DO","H02891","1QV","42Y","136S","136S"
"918588","B","HA","CA","H04775","2C7","43D","15LJ","15LJ"
"933242","B","SN","RO","H00677","277","356","1562","1562"
"933658","B","SN","RO","H00677","277","356","1562","1562"
"203156","B","DE","RO","H02950","1XG","422","14B6","1FLA"
"20501","B","SN","DB","H00620","1QX","37W","1352","1352"
"221114","B","SN","LI","H00647","233","44D","14KK","14KK"
"552071","B","HA","DV","H01040","158","37Z","15FF","15FF"
"589752","B","HA","TE","H04430","1N0","Not Applicable","14EJ","14EJ"
